GOLD Annotated?	Index	Sentence	Entity	Character Offsets	GOLD Flat Grounding	GOLD Flat Grounding Score	GOLD Concept Grounding	GOLD Concept Score	GOLD Process Grounding	GOLD Process Score	GOLD Property Grounding	GOLD Property Score
	42	The increase of domestic supplies will also lead to a significant increase in Ethiopian per capita sugar consumption , which is among the lowest in the world .	Ethiopian per capita sugar consumption	Interval(78, 116)	wm/concept/causal_factor/food_security/food_utilization	0.7104712	wm_compositional/concept/causal_factor/agriculture/crop	0.69851077	wm_compositional/process/economic/consumption	1.0000005	None	None
	43	Some 3.8 million Kenyans , a tenth of the population , need emergency aid , Oxfam said , partly because food prices have risen to 180 percent above average .	food prices	Interval(104, 115)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/food_price	0.9481106	wm_compositional/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm_compositional/process/economic/consumption	0.5035498	wm_compositional/property/price	1.0
	44	However, it went wrong and backfired on both enemies as Ethiopia was able to take the advantage to seriously formulate robust economic and security policies that help to halt such conspiracy.	help	Interval(162, 166)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_for_work	0.69510627	wm_compositional/concept/causal_factor/health_and_life/basic_needs	0.6876934	None	None	None	None
	44	However, it went wrong and backfired on both enemies as Ethiopia was able to take the advantage to seriously formulate robust economic and security policies that help to halt such conspiracy.	such conspiracy	Interval(175, 190)	wm/concept/causal_factor/social_and_political/criminal/crime	0.64096034	wm_compositional/concept/causal_factor/social_and_political/security/crime/	0.5513963	None	None	None	None
	45	As detailed information on flooding is not available, the impact of current erratic rains on crop production may have been underestimated.	current erratic rains	Interval(68, 89)	wm/concept/causal_factor/environmental/meteorologic/precipitation/rainfall	0.7775562	wm_compositional/concept/causal_factor/indicator_and_reported_property/weather/rainfall	0.7421105	None	None	None	None
	45	As detailed information on flooding is not available, the impact of current erratic rains on crop production may have been underestimated.	production	Interval(98, 108)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/demand/food_demand	0.59185314	wm_compositional/concept/causal_factor/indicator_and_reported_property/agriculture/Crop Production	1.0000004	wm_compositional/process/agriculture/harvesting	0.59650046	None	None
	46	UNDP partners with people at all levels of society to help build nations that can withstand crisis, and drive and sustain the kind of growth that improves the quality of life for everyone.	of growth that improves the quality of life for everyone	Interval(131, 187)	wm/concept/causal_factor/health_and_life/	0.7911515	None	None	None	None	None	None
	46	UNDP partners with people at all levels of society to help build nations that can withstand crisis, and drive and sustain the kind of growth that improves the quality of life for everyone.	the quality of life for everyone	Interval(155, 187)	wm/concept/causal_factor/health_and_life/	0.7873256	wm_compositional/concept/causal_factor/health_and_life/	0.8623625	wm_compositional/process/migration/immigration	0.5694253	None	None
	47	They further strongly urged that Sudan refrain from any action to shut down the oil pipeline used to transport South Sudanese oil to Port Sudan, bearing in mind that any decision to do so threatens to cause irreparable damage to the integrity of the pipeline and adversely affect the economies of both states.(PNA/Xinhua)	any decision	Interval(166, 178)	wm/concept/causal_factor/social_and_political/government/regulation	0.57724386	wm_compositional/concept/causal_factor/social_and_political/government/regulation	0.5532772	wm_compositional/process/	0.5279939	None	None
	47	They further strongly urged that Sudan refrain from any action to shut down the oil pipeline used to transport South Sudanese oil to Port Sudan, bearing in mind that any decision to do so threatens to cause irreparable damage to the integrity of the pipeline and adversely affect the economies of both states.(PNA/Xinhua)	irreparable damage	Interval(207, 225)	wm/concept/causal_factor/health_and_life/injury	0.5550497	wm_compositional/concept/causal_factor/health_and_life/injury	0.55216557	wm_compositional/process/conflict/attack	0.56380814	None	None
	48	African emerging markets have experienced massive growth fuelled by attractive exports and improved business atmosphere and global businesses are exploiting the opportunities in these markets.	attractive exports	Interval(68, 86)	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/export/	0.77405524	wm_compositional/concept/causal_factor/agriculture/	0.5092438	wm_compositional/process/economic/export	0.8203816	None	None
	48	African emerging markets have experienced massive growth fuelled by attractive exports and improved business atmosphere and global businesses are exploiting the opportunities in these markets.	massive growth	Interval(42, 56)	wm/concept/causal_factor/trend	0.69191146	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/	0.64329344	wm_compositional/process/economic/	0.64329344	None	None
	49	In general, the heyday for shareholders in the banking industry splashing with mouth-watering dividends per share, have been fading away due to fierce competition and massive capitalization.	to fierce competition and massive capitalization	Interval(141, 189)	wm/concept/causal_factor/economic_and_commerce/economic_activity/competition	0.7448242	None	None	None	None	None	None
	49	In general, the heyday for shareholders in the banking industry splashing with mouth-watering dividends per share, have been fading away due to fierce competition and massive capitalization.	fading away due to fierce competition and massive capitalization	Interval(125, 189)	wm/concept/causal_factor/economic_and_commerce/economic_activity/competition	0.7302429	None	None	None	None	None	None
	50	Our state of health and longevity is affected by all kinds of factors, including a few we have no control on.	by all kinds of factors	Interval(46, 69)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/point_of_use_water_treatment_at_household_level	0.70221037	wm_compositional/concept/causal_factor/health_and_life/death	0.5705083	wm_compositional/process/economic/	0.5459096	None	None
	50	Our state of health and longevity is affected by all kinds of factors, including a few we have no control on.	Our state of health and longevity	Interval(0, 33)	wm/concept/causal_factor/health_and_life/	0.807746	wm_compositional/concept/causal_factor/intervention/provision of goods and services/health/	1.0	None	None	None	None
	51	In recent years , the world has been asked to raise money for the Pakistan floods and the Japanese earthquake and tsunami .	recent years , the world has been asked	Interval(3, 42)	wm/concept/causal_factor/health_and_life/basic_needs	0.7750726	None	None	None	None	None	None
	51	In recent years , the world has been asked to raise money for the Pakistan floods and the Japanese earthquake and tsunami .	money	Interval(52, 57)	wm/concept/causal_factor/economic_and_commerce/economic_activity/currency	0.78183365	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/revenue	0.76545316	None	None	None	None
	52	With the death of Meles at a hospital in Belgium on Monday evening, the question of a peaceful succession has been raised but which the government in Addis Ababa has dismissed such fears of a potential instability as unfounded.	dismissed such fears of a potential instability	Interval(166, 213)	wm/concept/causal_factor/social_and_political/conflict/tension	0.82013017	None	None	None	None	None	None
