GOLD Annotated?	Index	Sentence	Entity	Character Offsets	Cause/Effect	GOLD Flat Grounding	GOLD Flat Grounding Score	GOLD Concept Grounding	GOLD Concept Score	GOLD Process Grounding	GOLD Process Score	GOLD Property Grounding	GOLD Property Score	Notes	Total annotated:	80
y	41	The declining trend in cattle number per household in the present study and its significant correlation with variation in the long and short rains in the preceding year, suggest that reduction in the rainfall amount and widening rainfall variation drive the downward trend in cattle number in southern Ethiopia.	the downward trend	(254,272)	effect	wm/concept/causal_factor/trend	0.75525427	None	0.5726625	None	0.53271574	wm/property/trend	1.0	no concept grounding		
	42	The increase of domestic supplies will also lead to a significant increase in Ethiopian per capita sugar consumption , which is among the lowest in the world .	increase of domestic supplies	(4,33)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/supply/food_supply	0.828775	wm/concept/causal_factor/social_and_political/education/educational_materials	0.66259336	None	0.5818051	wm/property/supply	None	vague entity		
y	42	The increase of domestic supplies will also lead to a significant increase in Ethiopian per capita sugar consumption , which is among the lowest in the world .	Ethiopian per capita sugar consumption	(78,116)	effect	wm/concept/causal_factor/food_security/food_utilization	0.7104712	wm/concept/causal_factor/agriculture/crop	0.69851077	wm/process/economic/utilization	1.0000005	None	None	"per capita" as a property?		
y	43	Some 3.8 million Kenyans , a tenth of the population , need emergency aid , Oxfam said , partly because food prices have risen to 180 percent above average .	food prices	(104,115)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/food_price	0.9481106	wm/concept/causal_factor/entity/food	1.0000001	None	0.5035498	wm/property/price	1.0			
	44	However, it went wrong and backfired on both enemies as Ethiopia was able to take the advantage to seriously formulate robust economic and security policies that help to halt such conspiracy.	help	(162,166)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_for_work	0.69510627	wm/concept/causal_factor/health_and_life/basic_needs	0.6876934	None	None	None	None	vague entity		
	44	However, it went wrong and backfired on both enemies as Ethiopia was able to take the advantage to seriously formulate robust economic and security policies that help to halt such conspiracy.	such conspiracy	(175,190)	effect	wm/concept/causal_factor/social_and_political/criminal/crime	0.64096034	wm/concept/causal_factor/social_and_political/crime/	0.5513963	None	None	None	None	new node?		
y	45	As detailed information on flooding is not available, the impact of current erratic rains on crop production may have been underestimated.	current erratic rains	(68,89)	cause	wm/concept/causal_factor/environmental/meteorologic/precipitation/rainfall	0.7775562	wm/concept/causal_factor/environmental/meteorologic/precipitation/rainfall	0.7421105	None	None	wm_compositiona/property/instability	None	"erratic" as exemplar for "instability" property?		
y	45	As detailed information on flooding is not available, the impact of current erratic rains on crop production may have been underestimated.	production	(98,108)	effect	wm/concept/causal_factor/agriculture/crop_production	0.59185314	wm/concept/causal_factor/agriculture/crop	1.0000004	wm/process/management/production	0.59650046	None	None	expand entity to include "crop production"		
	46	UNDP partners with people at all levels of society to help build nations that can withstand crisis, and drive and sustain the kind of growth that improves the quality of life for everyone.	of growth that improves the quality of life for everyone	(131,187)	cause	wm/concept/causal_factor/health_and_life/	0.7911515	None	None	None	None	None	None	weird entity boundaries		
y	46	UNDP partners with people at all levels of society to help build nations that can withstand crisis, and drive and sustain the kind of growth that improves the quality of life for everyone.	the quality of life for everyone	(155,187)	effect	wm/concept/causal_factor/health_and_life/	0.7873256	wm/concept/causal_factor/health_and_life/	0.8623625	None	0.5694253	wm/property/quality	None			
	47	They further strongly urged that Sudan refrain from any action to shut down the oil pipeline used to transport South Sudanese oil to Port Sudan, bearing in mind that any decision to do so threatens to cause irreparable damage to the integrity of the pipeline and adversely affect the economies of both states.(PNA/Xinhua)	any decision	(166,178)	cause	wm/concept/causal_factor/social_and_political/government/regulation	0.57724386	wm/concept/causal_factor/social_and_political/government/regulation	0.5532772	wm/process/	0.5279939	None	None	vague		
	47	They further strongly urged that Sudan refrain from any action to shut down the oil pipeline used to transport South Sudanese oil to Port Sudan, bearing in mind that any decision to do so threatens to cause irreparable damage to the integrity of the pipeline and adversely affect the economies of both states.(PNA/Xinhua)	irreparable damage	(207,225)	effect	wm/concept/causal_factor/health_and_life/injury	0.5550497	wm/concept/causal_factor/health_and_life/injury	0.55216557	wm/process/conflict/attack	0.56380814	None	None	new node "infrastructure_damage" or property "damage"?		
y	48	African emerging markets have experienced massive growth fuelled by attractive exports and improved business atmosphere and global businesses are exploiting the opportunities in these markets.	attractive exports	(68,86)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/export/	0.77405524	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/export/	0.5092438	wm/process/economic/export	0.8203816	None	None			
	48	African emerging markets have experienced massive growth fuelled by attractive exports and improved business atmosphere and global businesses are exploiting the opportunities in these markets.	massive growth	(42,56)	effect	wm/concept/causal_factor/trend	0.69191146	wm/concept/causal_factor/economic_and_commerce/economic_activity/	0.64329344	wm/process/economic/	0.64329344	None	None	Make "growth" or "trend" a core concept, not a property?		
y	49	In general, the heyday for shareholders in the banking industry splashing with mouth-watering dividends per share, have been fading away due to fierce competition and massive capitalization.	to fierce competition and massive capitalization	(141,189)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/competition	0.7448242	wm/concept/causal_factor/economic_and_commerce/economic_activity/competition	None	None	None	None	None			
	49	In general, the heyday for shareholders in the banking industry splashing with mouth-watering dividends per share, have been fading away due to fierce competition and massive capitalization.	fading away due to fierce competition and massive capitalization	(125,189)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/competition	0.7302429	None	None	None	None	None	None	weird entity		
	50	Our state of health and longevity is affected by all kinds of factors, including a few we have no control on.	by all kinds of factors	(46,69)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/point_of_use_water_treatment_at_household_level	0.70221037	wm/concept/causal_factor/health_and_life/death	0.5705083	wm/process/economic/	0.5459096	None	None	vague entity		
y	50	Our state of health and longevity is affected by all kinds of factors, including a few we have no control on.	Our state of health and longevity	(0,33)	effect	wm/concept/causal_factor/health_and_life/	0.807746	wm/concept/causal_factor/health_and_life/	1.0	None	None	None	None			
	51	In recent years , the world has been asked to raise money for the Pakistan floods and the Japanese earthquake and tsunami .	recent years , the world has been asked	(3,42)	cause	wm/concept/causal_factor/health_and_life/basic_needs	0.7750726	None	None	None	None	None	None	vague entity		
y	51	In recent years , the world has been asked to raise money for the Pakistan floods and the Japanese earthquake and tsunami .	money	(52,57)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/currency	0.78183365	wm/concept/causal_factor/economic_and_commerce/economic_activity/currency	0.76545316	None	None	None	None			
	52	With the death of Meles at a hospital in Belgium on Monday evening, the question of a peaceful succession has been raised but which the government in Addis Ababa has dismissed such fears of a potential instability as unfounded.	dismissed such fears of a potential instability	(166,213)	cause	wm/concept/causal_factor/social_and_political/conflict/tension	0.82013017	None	None	None	None	None	None	unsure		
